PMID,Review_Paper,Review,Combined,Generated_zeroshot_cot_GPT4_Ensemble,Label,Generated_zeroshot_cot_GPT4_Ensemble_TF,Name,Likelihood
35910791,No,Yes,"Paper:
Title: DNA aptamers inhibit SARS-CoV-2 spike-protein binding to hACE2 by an RBD- independent or dependent approach
Keywords: DNA aptamer; S2-protein; SARS-CoV-2; fusion aptamer; spike-protein.
Abstract: Objective: Nobody knows when the COVID-19 pandemic will end or when and where the next coronavirus will outbreak. Therefore, it is still necessary to develop SARS-CoV-2 inhibitors for different variants or even the new coronavirus. Since SARS-CoV-2 uses its surface spike-protein to recognize hACE2, mediating its entry into cells, ligands that can specifically recognize the spike-protein have the potential to prevent infection. Methods: We have recently discovered DNA aptamers against the S2-domain of the WT spike-protein by exploiting the selection process called SELEX. After optimization, among all candidates, the aptamer S2A2C1 has the shortest sequence and the best binding affinity toward the S2-protein. More importantly, the S2A2C1 aptamer does not bind to the RBD of the spike-protein, but it efficiently blocks the spike-protein/hACE2 interaction, suggesting an RBD-independent inhibition approach. To further improve its performance, we conjugated the S2A2C1 aptamer with a reported anti-RBD aptamer, S1B6C3, using various linkers and constructed hetero-bivalent fusion aptamers. Binding affinities of mono and fusion aptamers against the spike-proteins were measured. The inhibition efficacies of mono and fusion aptamers to prevent the hACE2/spike-protein interaction were determined using ELISA. Results: Anti-spike-protein aptamers, including S2A2C1 and S1B6C3-A5-S2A2C1, maintained high binding affinity toward the WT, Delta, and Omicron spike-proteins and high inhibition efficacies to prevent them from binding to hACE2, rendering them well-suited as diagnostic and therapeutic molecular tools to target SARS-CoV-2 and its variants. Conclusions: Overall, we discovered the anti-S2 aptamer, S2A2C1, which inhibits the hACE2/spike-protein interaction via an RBD-independent approach. The anti-S2 and anti-RBD aptamers were conjugated to obtain the fusion aptamer, S1B6C3-A5-S2A2C1, which recognizes the spike-protein by an RBD-dependent approach. Our strategies, which discovered aptamer inhibitors targeting the highly conserved S2-protein, as well as the design of fusion aptamers, can be used to target new coronaviruses as they emerge.","The paper identifies two DNA aptamers, S2A2C1 and S1B6C3, that have potential as drug targets in the fight against SARS-CoV-2. These aptamers are described as being capable of inhibiting the interaction between the SARS-CoV-2 spike protein and human angiotensin-converting enzyme 2 (hACE2), which is the primary mechanism by which the virus enters human cells. S2A2C1 is said to achieve this through an RBD-independent approach, while S1B6C3, when linked to S2A2C1 to form the fusion aptamer S1B6C3-A5-S2A2C1, employs an RBD-dependent approach.

The research methods used in this paper to discover and optimize these aptamers clearly fall under the ""wet-lab"" category. The SELEX (Systematic Evolution of Ligands by Exponential Enrichment) process used to identify the aptamers is a wet-lab technique that involves physically conducting non-computational experiments. The binding affinities of the aptamers against the spike-proteins were measured, and their abilities to inhibit the hACE2/spike-protein interaction were determined using enzyme-linked immunosorbent assays (ELISAs), which are also wet-lab techniques.

In conclusion, the paper identifies potential drug targets - the DNA aptamers S2A2C1 and S1B6C3 (in its linked form as S1B6C3-A5-S2A2C1) - using wet-lab techniques.

Final Answer: Yes.",1,1,"{""drug_targets"": [""S2A2C1"", ""S1B6C3"", ""S1B6C3-A5-S2A2C1""]}



",10
34400835,No,Yes,"Paper:
Title: SARS-CoV-2 variant prediction and antiviral drug design are enabled by RBD in vitro evolution
Abstract: SARS-CoV-2 variants of interest and concern will continue to emerge for the duration of the COVID-19 pandemic. To map mutations in the receptor-binding domain (RBD) of the spike protein that affect binding to angiotensin-converting enzyme 2 (ACE2), the receptor for SARS-CoV-2, we applied in vitro evolution to affinity-mature the RBD. Multiple rounds of random mutagenic libraries of the RBD were sorted against decreasing concentrations of ACE2, resulting in the selection of higher affinity RBD binders. We found that mutations present in more transmissible viruses (S477N, E484K and N501Y) were preferentially selected in our high-throughput screen. Evolved RBD mutants include prominently the amino acid substitutions found in the RBDs of B.1.620, B.1.1.7 (Alpha), B1.351 (Beta) and P.1 (Gamma) variants. Moreover, the incidence of RBD mutations in the population as presented in the GISAID database (April 2021) is positively correlated with increased binding affinity to ACE2. Further in vitro evolution increased binding by 1,000-fold and identified mutations that may be more infectious if they evolve in the circulating viral population, for example, Q498R is epistatic to N501Y. We show that our high-affinity variant RBD-62 can be used as a drug to inhibit infection with SARS-CoV-2 and variants Alpha, Beta and Gamma in vitro. In a model of SARS-CoV-2 challenge in hamster, RBD-62 significantly reduced clinical disease when administered before or after infection. A 2.9 Ã cryo-electron microscopy structure of the high-affinity complex of RBD-62 and ACE2, including all rapidly spreading mutations, provides a structural basis for future drug and vaccine development and for in silico evaluation of known antibodies.","This paper employs a wet-lab approach to study the interaction between the SARS-CoV-2 spike protein's receptor-binding domain (RBD) and its human receptor, angiotensin-converting enzyme 2 (ACE2). Specifically, the paper employs in vitro evolution to affinity-mature the RBD, with multiple rounds of mutagenic libraries sorted against decreasing concentrations of ACE2. This process results in the selection of higher affinity RBD binders.

In doing so, the paper highlights that mutations present in more transmissible viruses were preferentially selected in the high-throughput screen. It also points out that these findings mirror the increased prevalence of specific RBD mutations in the population, as per the GISAID database. Additionally, further in vitro evolution resulted in a 1,000-fold increase in binding and identified mutations that might make the virus more infectious if they were to evolve in the circulating viral population.

Most importantly, one of the RBD variants studied, RBD-62, was shown to inhibit infection with SARS-CoV-2 and its variants Alpha, Beta, and Gamma in vitro. Moreover, when used in a SARS-CoV-2 challenge in hamsters, RBD-62 significantly reduced clinical disease when administered before or after infection.

Therefore, the paper does not just identify a potential drug target (the interaction between RBD and ACE2) but also explores a potential therapeutic avenue (using a high-affinity RBD variant like RBD-62 to inhibit infection). They even present a 2.9 Å cryo-electron microscopy structure of the high-affinity complex of RBD-62 and ACE2, which can serve as a guide for future drug and vaccine development, as well as for in silico evaluation of known antibodies.

Final Answer: Yes




",1,1,"{
  ""drug_targets"": [""RBD of SARS-CoV-2 spike protein"", ""ACE2"", ""RBD-62 variant""]
}",10
35404564,No,Yes,"Paper:
Title: Drug-Repurposing Screening Identified Tropifexor as a SARS-CoV-2 Papain-like Protease Inhibitor
Keywords: GRL0617; PLpro; SARS-CoV-2; antiviral; papain-like protease; tropifexor.
Abstract: The global COVID-19 pandemic underscores the dire need for effective antivirals. Encouraging progress has been made in developing small-molecule inhibitors targeting the SARS-CoV-2 RNA-dependent RNA polymerase (RdRp) and main protease (Mpro). However, the development of papain-like protease (PLpro) inhibitors faces several obstacles. Nevertheless, PLpro represents a high-profile drug target given its multifaceted roles in viral replication. PLpro is involved in not only the cleavage of viral polyprotein but also the modulation of host immune response. In this study, we conducted a drug-repurposing screening of PLpro against the MedChemExpress bioactive compound library and identified three hits, EACC, KY-226, and tropifexor, as potent PLpro inhibitors with IC50 values ranging from 3.39 to 8.28 Î¼M. The three hits showed dose-dependent binding to PLpro in the thermal shift assay. In addition, tropifexor inhibited the cellular PLpro activity in the FlipGFP assay with an IC50 of 10.6 Î¼M. Gratifyingly, tropifexor showed antiviral activity against SARS-CoV-2 in Calu-3 cells at noncytotoxic concentrations. Overall, tropifexor represents a novel PLpro inhibitor that can be further developed as SARS-CoV-2 antivirals.","The paper is focused on identifying potential antiviral agents against the SARS-CoV-2 virus through drug-repurposing screening. The drug target that the paper focuses on is the papain-like protease (PLpro) of the SARS-CoV-2 virus. PLpro is a part of the virus that is involved in viral replication and immune response modulation, making it a high-profile target for antiviral drug development.

In terms of experimental approach, the researchers used a drug-repurposing screening method against PLpro using the MedChemExpress bioactive compound library. They identified three compounds, EACC, KY-226, and tropifexor, as potential inhibitors of PLpro with IC50 values between 3.39 to 8.28 ?M. IC50 refers to the concentration of an inhibitor where the response or binding is reduced by half. Lower IC50 indicates a higher potency.

The researchers also conducted further assays including a thermal shift assay to demonstrate dose-dependent binding of these compounds to PLpro, and a FlipGFP assay to investigate the inhibition of cellular PLpro activity. Furthermore, they tested the antiviral activity of tropifexor against SARS-CoV-2 in a cellular model, Calu-3 cells, at noncytotoxic concentrations.

These types of experiments such as drug screening, thermal shift assays, cellular activity assays, and in vitro viral replication studies all constitute wet-lab approaches, meaning they are practical, hands-on experiments that involve manipulation of physical entities, such as compounds and cells, rather than purely theoretical or computational models.

Based on this reasoning,

Final Answer: Yes.




",1,1,"{""drug_targets"": [""papain-like protease (PLpro)""]}



",10
35169179,No,Yes,"Paper:
Title: Non-covalent SARS-CoV-2 Mpro inhibitors developed from in silico screen hits
Abstract: Mpro, the main protease of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is essential for the viral life cycle. Accordingly, several groups have performed in silico screens to identify Mpro inhibitors that might be used to treat SARS-CoV-2 infections. We selected more than five hundred compounds from the top-ranking hits of two very large in silico screens for on-demand synthesis. We then examined whether these compounds could bind to Mpro and inhibit its protease activity. Two interesting chemotypes were identified, which were further evaluated by characterizing an additional five hundred synthesis on-demand analogues. The compounds of the first chemotype denatured Mpro and were considered not useful for further development. The compounds of the second chemotype bound to and enhanced the melting temperature of Mpro. The most active compound from this chemotype inhibited Mpro in vitro with an IC50 value of 1 Î¼M and suppressed replication of the SARS-CoV-2 virus in tissue culture cells. Its mode of binding to Mpro was determined by X-ray crystallography, revealing that it is a non-covalent inhibitor. We propose that the inhibitors described here could form the basis for medicinal chemistry efforts that could lead to the development of clinically relevant inhibitors.","The paper describes the development and testing of potential inhibitors of the Mpro, the main protease of SARS-CoV-2. This protease is critical to the viral life cycle, which makes it a potential drug target. The authors initially used an in silico approach, or a computational model, to identify potential inhibitors. From there, they selected over five hundred compounds for on-demand synthesis, which is a wet-lab technique.

The synthesized compounds were then tested for their ability to bind to Mpro and inhibit its protease activity. This is again a wet-lab approach involving in vitro assays. Two chemotypes were identified as interesting, with further characterization done on five hundred synthesis on-demand analogues.

The first chemotype denatured Mpro and was not useful for further development. The second chemotype bound to Mpro, enhancing its melting temperature, and the most active compound was found to inhibit Mpro with an IC50 value of 1 ?M. It also suppressed SARS-CoV-2 virus replication in tissue culture cells, which is another wet-lab experiment.

Finally, the mode of binding of the most active compound to Mpro was determined by X-ray crystallography, a biophysical technique used in a wet-lab setting. Therefore, the paper identifies Mpro as a drug target and describes the wet-lab approach to developing potential inhibitors.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""Mpro""]
}",10
33807773,No,Yes,"Paper:
Title: SARS-CoV-2 Main Protease Active Site Ligands in the Human Metabolome
Keywords: 3C-like protease; 3CL protease; COVID-19; Mpro; SARS-CoV-2; coronavirus; metabolome; protease inhibitors; silybin; silymarin.
Abstract: In late 2019, a global pandemic occurred. The causative agent was identified as a member of the Coronaviridae family, called severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). In this study, we present an analysis on the substances identified in the human metabolome capable of binding the active site of the SARS-CoV-2 main protease (Mpro). The substances present in the human metabolome have both endogenous and exogenous origins. The aim of this research was to find molecules whose biochemical and toxicological profile was known that could be the starting point for the development of antiviral therapies. Our analysis revealed numerous metabolites-including xenobiotics-that bind this protease, which are essential to the lifecycle of the virus. Among these substances, silybin, a flavolignan compound and the main active component of silymarin, is particularly noteworthy. Silymarin is a standardized extract of milk thistle, Silybum marianum, and has been shown to exhibit antioxidant, hepatoprotective, antineoplastic, and antiviral activities. Our results-obtained in silico and in vitro-prove that silybin and silymarin, respectively, are able to inhibit Mpro, representing a possible food-derived natural compound that is useful as a therapeutic strategy against COVID-19.","The paper identifies the SARS-CoV-2 main protease (Mpro) as a drug target, which is an essential component of the virus's lifecycle. However, the primary objective of the research does not seem to be the identification of this drug target, as Mpro is a well-known target for SARS-CoV-2 therapy. Instead, the paper's main objective appears to be the identification of compounds within the human metabolome, both endogenous and exogenous, that could bind to and inhibit the Mpro.

The paper's approach involves in silico and in vitro methods. In silico methods often involve computer simulations or computational modeling to predict molecular interactions or behaviors, whereas in vitro methods refer to the testing of substances in a controlled environment, such as a test tube or a petri dish, outside of a living organism.

The substances identified as potential inhibitors of Mpro, particularly silybin and silymarin, are analyzed for their biochemical and toxicological profiles, which suggest a known safety profile in humans and therefore potential for use in therapies. The in vitro verification of these in silico findings can be considered a 'wet-lab' approach, as it involves physically conducting experiments to validate the computational predictions.

Final answer: Yes. The paper utilizes a wet-lab approach (in vitro studies) to validate the potential of identified compounds (silybin and silymarin) to inhibit an already known drug target (SARS-CoV-2 Mpro).",1,1,"{
  ""drug_targets"": [""SARS-CoV-2 main protease (Mpro)""]
}",10
34294887,No,Yes,"Paper:
Title: Discovery of SARS-CoV-2-E channel inhibitors as antiviral candidates
Keywords: SARS-CoV-2; anti-virus; cation channel; envelope protein (2-E); high-throughput screening (HTS).
Abstract: Lack of efficiency has been a major problem shared by all currently developed anti-SARS-CoV-2 therapies. Our previous study shows that SARS-CoV-2 structural envelope (2-E) protein forms a type of cation channel, and heterogeneously expression of 2-E channels causes host cell death. In this study we developed a cell-based high throughput screening (HTS) assay and used it to discover inhibitors against 2-E channels. Among 4376 compounds tested, 34 hits with cell protection activity were found. Followed by an anti-viral analysis, 15 compounds which could inhibit SARS-CoV-2 replication were identified. In electrophysiological experiments, three representatives showing inhibitory effect on 2-E channels were chosen for further characterization. Among them, proanthocyanidins directly bound to 2-E channel with binding affinity (KD) of 22.14 Î¼M in surface plasmon resonance assay. Molecular modeling and docking analysis revealed that proanthocyanidins inserted into the pore of 2-E N-terminal vestibule acting as a channel blocker. Consistently, mutations of Glu 8 and Asn 15, two residues lining the proposed binding pocket, abolished the inhibitory effects of proanthocyanidins. The natural product proanthocyanidins are widely used as cosmetic, suggesting a potential of proanthocyanidins as disinfectant for external use. This study further demonstrates that 2-E channel is an effective antiviral drug target and provides a potential antiviral candidate against SARS-CoV-2.","This paper does indeed identify an existing potential drug target using a wet-lab approach. The potential drug target identified is the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) envelope protein (2-E), which forms a type of cation channel. This cation channel is associated with host cell death and viral replication, making it an attractive target for drug intervention.

A cell-based high throughput screening (HTS) assay, which is a wet-lab technique, was used to screen 4376 compounds for inhibitory effects on 2-E channels. This yielded 34 compounds with cell protection activity, 15 of which could inhibit SARS-CoV-2 replication. Three representative compounds were chosen for further characterization based on their inhibitory effects.

The researchers used electrophysiological experiments, which are also considered wet-lab methods, to characterize the activity of these compounds. They discovered that proanthocyanidins, one of the compounds, could bind to the 2-E channel with a binding affinity (KD) of 22.14 ?M, as measured in a surface plasmon resonance assay. This assay is a biophysical technique often used in drug discovery and protein interaction studies, indicating the use of a wet-lab approach.

Additionally, they used molecular modeling and docking analysis, techniques commonly employed in computational biology, to further understand the interaction between proanthocyanidins and the 2-E channel. However, the confirmation of these findings, in the form of mutational studies, is a wet-lab approach. The researchers mutated Glu 8 and Asn 15, two residues lining the proposed binding pocket, and observed that these mutations abolished the inhibitory effects of proanthocyanidins.

In conclusion, the paper identifies the SARS-CoV-2 2-E protein as a potential drug target and uses a variety of wet-lab techniques, such as high throughput screening, electrophysiological experiments, surface plasmon resonance assays, and mutational studies to support their conclusions.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""SARS-CoV-2 envelope protein (2-E)""]
}",10
36356292,No,Yes,"Paper:
Title: Two Binding Sites of SARS-CoV-2 Macrodomain 3 Probed by Oxaprozin and Meclomen
Abstract: Severe acute respiratory syndrome-coronavirus-1/2 (SARS-CoV-1/2) macrodomain 3 (Mac3) is critical for replication and transcription of the viral genome and is therefore a potential therapeutic target. Here, we solved the crystal structure of SARS-CoV-2 Mac3, which reveals a small-molecule binding pocket. Two low-molecular-weight drugs, oxaprozin and meclomen, induced different patterns of nuclear magnetic resonance (NMR) chemical shift perturbations (CSPs). Meclomen binds to site I of SARS-CoV-2 Mac3 with binding pose determined by NMR CSP and transferred paramagnetic relaxation enhancement, while oxaprozin binds to site II as revealed by the crystal structure. Interestingly, oxaprozin and meclomen both perturb residues in site I of SARS-CoV Mac3. Fluorescence polarization experiments further demonstrated that oxaprozin and meclomen inhibited the binding of DNA-G4s to SARS-CoV-2 Mac3. Our work identified two adjacent ligand-binding sites of SARS-CoV-2 Mac3 that shall facilitate structure-guided fragment linking of these compounds for more potent inhibitors.","The paper titled ""Two Binding Sites of SARS-CoV-2 Macrodomain 3 Probed by Oxaprozin and Meclomen"" describes a wet-lab approach to understanding the molecular interactions between SARS-CoV-2 Macrodomain 3 (Mac3) and two low-molecular-weight drugs, oxaprozin and meclomen.

The methods described in the paper involve experimental approaches that fall under the definition of wet-lab techniques. Specifically, the authors used nuclear magnetic resonance (NMR) to determine the different patterns of chemical shift perturbations (CSPs) induced by oxaprozin and meclomen, suggesting their binding to the SARS-CoV-2 Mac3. The binding sites were determined using NMR CSP and transferred paramagnetic relaxation enhancement for meclomen, and the crystal structure for oxaprozin. Fluorescence polarization experiments were also employed to show that these drugs inhibited the binding of DNA-G4s to the SARS-CoV-2 Mac3.

In the context of drug discovery, a drug target is a molecule in the body that is associated with a particular disease process, to which a drug binds, resulting in a therapeutic effect. In this case, the SARS-CoV-2 Mac3 is identified as crucial for the replication and transcription of the viral genome, suggesting its role in the progression of COVID-19. By demonstrating that these two drugs can bind to the SARS-CoV-2 Mac3, the paper identifies this macrodomain as a potential target for therapeutic intervention in COVID-19.

Thus, this paper identifies SARS-CoV-2 Mac3 as a potential drug target using wet-lab approaches including crystallography, NMR, and fluorescence polarization.

Final Answer: Yes",1,1,"  ""drug_targets"": [""SARS-CoV-2 Macrodomain 3 (Mac3)""]
}",10
35972230,No,Yes,"Paper:
Title: NMR Observation of Sulfhydryl Signals in SARS-CoV-2 Main Protease Aids Structural Studies
Keywords: AlphaFold-Multimers; Mpro/3CLpro; NMR spectroscopy; SARS-CoV-2; ligand binding.
Abstract: The 68-kDa homodimeric 3C-like protease of SARS-CoV-2, Mpro (3CLpro /Nsp5), is a key antiviral drug target. NMR spectroscopy of this large system proved challenging and resonance assignments have remained incomplete. Here we present the near-complete (>97 %) backbone assignments of a C145A variant of Mpro (Mpro C145A ) both with, and without, the N-terminal auto-cleavage substrate sequence, in its native homodimeric state. We also present SILLY (Selective Inversion of thioL and Ligand for NOESY), a simple yet effective pseudo-3D NMR experiment that utilizes NOEs to identify interactions between Cys-thiol or aliphatic protons, and their spatially proximate backbone amides in a perdeuterated protein background. High protection against hydrogen exchange is observed for 10 of the 11 thiol groups in Mpro C145A , even those that are partially accessible to solvent. A combination of SILLY methods and high-resolution triple-resonance NMR experiments reveals site-specific interactions between Mpro , its substrate peptides, and other ligands, which present opportunities for competitive binding studies in future drug design efforts.","The paper titled ""NMR Observation of Sulfhydryl Signals in SARS-CoV-2 Main Protease Aids Structural Studies"" describes nuclear magnetic resonance (NMR) spectroscopic investigations of the SARS-CoV-2 main protease, Mpro (also known as 3CLpro or Nsp5), which is described as a key antiviral drug target.

This protein has been recognized as a significant drug target because it plays an essential role in processing the polyproteins that are translated from the viral RNA. Inhibition of this protein's function would prevent the virus from replicating and spreading, making it an attractive target for drug development.

The researchers performed wet-lab experiments using NMR spectroscopy to achieve near-complete (>97%) backbone assignments of a C145A variant of Mpro, in its native homodimeric state. This information is essential for understanding the structure and function of the protein, which can inform the design of potential drugs.

The paper also introduces the SILLY (Selective Inversion of thioL and Ligand for NOESY) method, a pseudo-3D NMR technique that can identify interactions between Cys-thiol or aliphatic protons and their spatially proximate backbone amides in a perdeuterated protein background. The researchers used this method to observe high protection against hydrogen exchange for 10 of the 11 thiol groups in Mpro C145A.

They have used these techniques to reveal site-specific interactions between Mpro, its substrate peptides, and other ligands. This information could be very valuable in guiding the design of competitive inhibitors (potential drugs) that could bind to the active site of the enzyme and inhibit its function.

The researchers in this paper do identify an existing drug target, SARS-CoV-2 main protease Mpro, using wet-lab techniques such as NMR spectroscopy and the newly introduced SILLY method. They also provide structural information and reveal site-specific interactions which could guide future drug design efforts. Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""SARS-CoV-2 main protease Mpro"", ""3CLpro"", ""Nsp5""]
}",10
36293303,No,Yes,"Paper:
Title: Two Ligand-Binding Sites on SARS-CoV-2 Non-Structural Protein 1 Revealed by Fragment-Based X-ray Screening
Keywords: COVID-19; SARS-CoV-2; cross-binding effects; fragment-based X-ray screening; ligands; non-structural protein 1; structure-based drug design.
Abstract: The regular reappearance of coronavirus (CoV) outbreaks over the past 20 years has caused significant health consequences and financial burdens worldwide. The most recent and still ongoing novel CoV pandemic, caused by Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2) has brought a range of devastating consequences. Due to the exceptionally fast development of vaccines, the mortality rate of the virus has been curbed to a significant extent. However, the limitations of vaccination efficiency and applicability, coupled with the still high infection rate, emphasise the urgent need for discovering safe and effective antivirals against SARS-CoV-2 by suppressing its replication or attenuating its virulence. Non-structural protein 1 (nsp1), a unique viral and conserved leader protein, is a crucial virulence factor for causing host mRNA degradation, suppressing interferon (IFN) expression and host antiviral signalling pathways. In view of the essential role of nsp1 in the CoV life cycle, it is regarded as an exploitable target for antiviral drug discovery. Here, we report a variety of fragment hits against the N-terminal domain of SARS-CoV-2 nsp1 identified by fragment-based screening via X-ray crystallography. We also determined the structure of nsp1 at atomic resolution (0.99 Ã). Binding affinities of hits against nsp1 and potential stabilisation were determined by orthogonal biophysical assays such as microscale thermophoresis and thermal shift assays. We identified two ligand-binding sites on nsp1, one deep and one shallow pocket, which are not conserved between the three medically relevant SARS, SARS-CoV-2 and MERS coronaviruses. Our study provides an excellent starting point for the development of more potent nsp1-targeting inhibitors and functional studies on SARS-CoV-2 nsp1.","This paper identifies a potential drug target using a wet-lab approach. The target is the non-structural protein 1 (nsp1) of the SARS-CoV-2 virus, which is a unique viral and conserved leader protein crucial to the virus's life cycle. The protein is involved in host mRNA degradation and the suppression of interferon (IFN) expression and host antiviral signaling pathways. Given its critical role, it is considered an exploitable target for antiviral drug discovery.

The paper describes the use of a wet-lab approach to identify this target: fragment-based screening via X-ray crystallography. The researchers have used this method to identify several fragment hits against the N-terminal domain of SARS-CoV-2 nsp1. They determined the structure of nsp1 at an atomic resolution (0.99 Å) and then confirmed the binding affinities of the fragment hits against nsp1 and their potential stabilisation using orthogonal biophysical assays such as microscale thermophoresis and thermal shift assays.

Furthermore, they identified two ligand-binding sites on nsp1, a deep pocket and a shallow pocket, providing potential specific targets for drug development. Importantly, these sites are not conserved between SARS, SARS-CoV-2, and MERS coronaviruses, which means they might be unique to SARS-CoV-2.

In conclusion, the paper identifies a potential drug target, the non-structural protein 1 (nsp1) of the SARS-CoV-2 virus, using a wet-lab approach.

Final answer: Yes.",1,1,"{""drug_targets"": [""non-structural protein 1 (nsp1) of SARS-CoV-2""]}



",10
32540428,No,Yes,"Paper:
Title: Eltrombopag is a potential target for drug intervention in SARS-CoV-2 spike protein
Keywords: Homology Modeling; SARS-CoV-2; Surface plasmon resonance; Virtual drug design.
Abstract: The COVID-19 pandemic, caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), is a current global threat for which there is an urgent need to search for an effective therapy. The transmembrane spike (S) glycoprotein of SARS-CoV-2 directly binds to the host angiotensin-converting enzyme 2 (ACE2) and mediates viral entrance, which is therefore considered as a promising drug target. Considering that new drug development is a time-consuming process, drug repositioning may facilitate rapid drug discovery dealing with sudden infectious diseases. Here, we compared the differences between the virtual structural proteins of SARS-CoV-2 and SARS-CoV, and selected a pocket mainly localizing in the fusion cores of S2 domain for drug screening. A virtual drug design algorithm screened the Food and Drug Administration-approved drug library of 1234 compounds, and 13 top scored compounds were obtained through manual screening. Through in vitro molecular interaction experiments, eltrombopag was further verified to possess a high binding affinity to S protein plus human ACE2 and could potentially affect the stability of the ACE2-S protein complex. Hence, it is worth further exploring eltrombopag as a potential drug for the treatment of SARS-CoV-2 infection.","The paper titled ""Eltrombopag is a potential target for drug intervention in SARS-CoV-2 spike protein"" discusses the use of a virtual drug design algorithm to identify potential drugs from an FDA-approved library of compounds for the treatment of SARS-CoV-2. The transmembrane spike (S) glycoprotein of SARS-CoV-2, which binds to the host angiotensin-converting enzyme 2 (ACE2) and mediates viral entry, was used as the target for this drug screening.

In this process, the researchers selected a pocket in the fusion cores of the S2 domain of the S glycoprotein as the target for drug screening. The virtual drug design algorithm was then used to screen an FDA-approved library of 1234 compounds. This process resulted in 13 top-scored compounds, among which eltrombopag was found to have a high binding affinity to the S protein plus human ACE2.

The researchers went further to validate these findings using wet-lab methods. Specifically, in vitro molecular interaction experiments were conducted to confirm that eltrombopag indeed has a high binding affinity to the S protein and ACE2 and could potentially affect the stability of the ACE2-S protein complex.

This suggests that the paper identified an existing drug (eltrombopag) with potential therapeutic effects on SARS-CoV-2, using a combination of computational (virtual drug design algorithm) and wet-lab (in vitro molecular interaction experiments) approaches.

So, while the initial drug target identification was done using a computational approach, the validation of the drug-target interaction was conducted using a wet-lab approach.

Final answer: Yes.",1,1,"{
  ""drug_targets"": [""transmembrane spike (S) glycoprotein of SARS-CoV-2""]
}",10
33570381,No,Yes,"Paper:
Title: Challenges for Targeting SARS-CoV-2 Proteases as a Therapeutic Strategy for COVID-19
Keywords: SARS-CoV-2; cathepsin cross-reactivity; main protease; papain-like protease; viral entry.
Abstract: Two proteases produced by the SARS-CoV-2 virus, the main protease and papain-like protease, are essential for viral replication and have become the focus of drug development programs for treatment of COVID-19. We screened a highly focused library of compounds containing covalent warheads designed to target cysteine proteases to identify new lead scaffolds for both Mpro and PLpro proteases. These efforts identified a small number of hits for the Mpro protease and no viable hits for the PLpro protease. Of the Mpro hits identified as inhibitors of the purified recombinant protease, only two compounds inhibited viral infectivity in cellular infection assays. However, we observed a substantial drop in antiviral potency upon expression of TMPRSS2, a transmembrane serine protease that acts in an alternative viral entry pathway to the lysosomal cathepsins. This loss of potency is explained by the fact that our lead Mpro inhibitors are also potent inhibitors of host cell cysteine cathepsins. To determine if this is a general property of Mpro inhibitors, we evaluated several recently reported compounds and found that they are also effective inhibitors of purified human cathepsins L and B and showed similar loss in activity in cells expressing TMPRSS2. Our results highlight the challenges of targeting Mpro and PLpro proteases and demonstrate the need to carefully assess selectivity of SARS-CoV-2 protease inhibitors to prevent clinical advancement of compounds that function through inhibition of a redundant viral entry pathway.","The paper indeed identifies potential drug targets, which are the main protease (Mpro) and papain-like protease (PLpro) of the SARS-CoV-2 virus. These proteases are key for viral replication and are therefore viable targets for therapeutic intervention. The researchers screened a library of compounds designed to target cysteine proteases in order to identify new lead scaffolds for both Mpro and PLpro proteases. This process involved a wet-lab approach as it necessitated the physical screening of compounds against these proteins.

However, the success of identifying viable drug targets was mixed. For the Mpro protease, a small number of hits were identified as inhibitors of the purified recombinant protease, and only two of these compounds inhibited viral infectivity in cellular infection assays. For the PLpro protease, the paper reports no viable hits. Moreover, the potency of the Mpro inhibitors was observed to decrease in the presence of TMPRSS2, a transmembrane serine protease that acts in an alternative viral entry pathway. This was because the lead Mpro inhibitors also potently inhibited host cell cysteine cathepsins, demonstrating the difficulties associated with targeting these proteases.

While the paper did not identify a fully effective and selective drug target, it does provide valuable insights into the challenges of targeting SARS-CoV-2 proteases and the need to assess the selectivity of SARS-CoV-2 protease inhibitors.

However, the identified potential targets face challenges regarding their selectivity and efficacy. Final Answer: Yes, this paper does identify potential drug targets using a wet-lab approach. ",1,1,"{
  ""drug_targets"": [""Main protease (Mpro)"", ""Papain-like protease (PLpro)""]
}",10
