PMID,Review_Paper,Review,Combined,Generated_zeroshot_cot_GPT4_Ensemble,Label,Generated_zeroshot_cot_GPT4_Ensemble_TF,DrugTarget,Likelihood
19019819,No,No,"Paper:
Title: A novel receptor-induced activation site in the Nipah virus attachment glycoprotein (G) involved in triggering the fusion glycoprotein (F)
Abstract: Cellular entry of paramyxoviruses requires the coordinated action of both the attachment (G/H/HN) and fusion (F) glycoproteins, but how receptor binding activates G to trigger F-mediated fusion during viral entry is not known. Here, we identify a receptor (ephrinB2)-induced allosteric activation site in Nipah virus (NiV) G involved in triggering F-mediated fusion. We first generated a conformational monoclonal antibody (monoclonal antibody 45 (Mab45)) whose binding to NiV-G was enhanced upon NiV-G-ephrinB2 binding. However, Mab45 also inhibited viral entry, and its receptor binding-enhanced (RBE) epitope was temperature-dependent, suggesting that the Mab45 RBE epitope on G may be involved in triggering F. The Mab45 RBE epitope was mapped to the base of the globular domain (beta6S4/beta1H1). Alanine scan mutants within this region that did not exhibit this RBE epitope were also non-fusogenic despite their ability to bind ephrinB2, oligomerize, and associate with F at wild-type (WT) levels. Although circular dichroism revealed conformational changes in the soluble ectodomain of WT NiV-G upon ephrinB2 addition, no such changes were detected with soluble RBE epitope mutants or short-stalk G mutants. Additionally, WT G, but not a RBE epitope mutant, could dissociate from F upon ephrinB2 engagement. Finally, using a biotinylated HR2 peptide to detect pre-hairpin intermediate formation, a cardinal feature of F-triggering, we showed that ephrinB2 binding to WT G, but not the RBE-epitope mutants, could trigger F. In sum, we implicate the coordinated interaction between the base of NiV-G globular head domain and the stalk domain in mediating receptor-induced F triggering during viral entry.","This paper identifies a potential drug target using a wet-lab approach. The researchers have uncovered an interaction between the Nipah virus (NiV) glycoprotein (G) and the cellular receptor (ephrinB2) that seems to be crucial for the viral entry into host cells. The identified target is an allosteric activation site in the NiV-G protein, which is involved in triggering F-mediated fusion. The researchers discovered this site through wet-lab experimental methods, including the generation of a conformational monoclonal antibody (Mab45), which was observed to have enhanced binding to NiV-G upon NiV-G-ephrinB2 binding. This Mab45 was also found to inhibit viral entry, suggesting its binding site on the NiV-G protein may be involved in triggering the F protein and thus, the fusion process required for viral entry.
In addition to this, the authors conducted experiments using alanine scanning mutagenesis, which is a method of systematically mutating specific amino acids in a protein to study their function. Through this method, they identified that mutants within the region that did not exhibit the receptor binding-enhanced (RBE) epitope were non-fusogenic, despite their ability to bind to the ephrinB2 receptor and associate with the F protein at wild-type levels. This implies the importance of the RBE epitope in the triggering of F protein and viral fusion, indicating it as a potential drug target.
Also, the study used circular dichroism (a biophysical technique) to detect conformational changes in the soluble ectodomain of WT NiV-G upon ephrinB2 addition, further indicating this interaction as a potential point of therapeutic intervention. The authors also noted that wild-type G, but not an RBE epitope mutant, could dissociate from F upon ephrinB2 engagement, demonstrating the essential role of the RBE epitope in the fusion process.
Moreover, the paper used a biotinylated HR2 peptide to detect pre-hairpin intermediate formation, a hallmark of F-triggering, demonstrating that ephrinB2 binding to WT G, but not the RBE-epitope mutants, could trigger F. This additional evidence supports the proposed role of the RBE epitope in triggering F, and thus viral fusion, further suggesting its potential as a drug target.
Final Answer: Yes.
",0,1,"{""drug_targets"": [""Nipah virus glycoprotein (G) receptor binding-enhanced (RBE) epitope""]}",10
24501399,No,Yes,"Paper:
Title: Identification of a broad-spectrum antiviral small molecule against severe acute respiratory syndrome coronavirus and Ebola, Hendra, and Nipah viruses by using a novel high-throughput screening assay
Abstract: Severe acute respiratory syndrome coronavirus (SARS-CoV) and Ebola, Hendra, and Nipah viruses are members of different viral families and are known causative agents of fatal viral diseases. These viruses depend on cathepsin L for entry into their target cells. The viral glycoproteins need to be primed by protease cleavage, rendering them active for fusion with the host cell membrane. In this study, we developed a novel high-throughput screening assay based on peptides, derived from the glycoproteins of the aforementioned viruses, which contain the cathepsin L cleavage site. We screened a library of 5,000 small molecules and discovered a small molecule that can inhibit the cathepsin L cleavage of all viral peptides with minimal inhibition of cleavage of a host protein-derived peptide (pro-neuropeptide Y). The small molecule inhibited the entry of all pseudotyped viruses in vitro and the cleavage of SARS-CoV spike glycoprotein in an in vitro cleavage assay. In addition, the Hendra and Nipah virus fusion glycoproteins were not cleaved in the presence of the small molecule in a cell-based cleavage assay. Furthermore, we demonstrate that the small molecule is a mixed inhibitor of cathepsin L. Our broad-spectrum antiviral small molecule appears to be an ideal candidate for future optimization and development into a potent antiviral against SARS-CoV and Ebola, Hendra, and Nipah viruses. Importance: We developed a novel high-throughput screening assay to identify small molecules that can prevent cathepsin L cleavage of viral glycoproteins derived from SARS-CoV and Ebola, Hendra, and Nipah viruses that are required for their entry into the host cell. We identified a novel broad-spectrum small molecule that could block cathepsin L-mediated cleavage and thus inhibit the entry of pseudotypes bearing the glycoprotein derived from SARS-CoV or Ebola, Hendra, or Nipah virus. The small molecule can be further optimized and developed into a potent broad-spectrum antiviral drug.","This paper does identify an existing drug target using a wet-lab approach. The drug target in this study is cathepsin L, a protease enzyme in the host body that these viruses (SARS-CoV, Ebola, Hendra, and Nipah) depend on for entry into their target cells. The viruses require cathepsin L to cleave their glycoproteins, a necessary step to prepare these glycoproteins for fusion with the host cell membrane, allowing viral entry.
The researchers devised a novel high-throughput screening assay that is based on peptides derived from the glycoproteins of the aforementioned viruses, which contain the cathepsin L cleavage site. This assay serves as a wet-lab approach because it involves physically conducting experiments to test the inhibition of cathepsin L by different small molecules.
In this study, a library of 5,000 small molecules was screened, and a small molecule was found that inhibits the cathepsin L cleavage of all viral peptides. It showed minimal inhibition of cleavage of a host protein-derived peptide (pro-neuropeptide Y), suggesting that it's specifically targeting the viral process. This inhibition was confirmed through multiple in vitro assays, such as a cleavage assay and a cell-based cleavage assay.
Therefore, cathepsin L, which is essential for viral entry into the host cell, was identified as a potential drug target using a wet-lab approach, with the researchers finding a small molecule that can inhibit its function.
Final Answer: Yes.
",1,1,"{""drug_targets"": [""cathepsin L""]}",10
16026621,No,No,"Paper:
Title: Inhibition of Henipavirus fusion and infection by heptad-derived peptides of the Nipah virus fusion glycoprotein
Abstract: Background: The recent emergence of four new members of the paramyxovirus family has heightened the awareness of and re-energized research on new and emerging diseases. In particular, the high mortality and person to person transmission associated with the most recent Nipah virus outbreaks, as well as the very recent re-emergence of Hendra virus, has confirmed the importance of developing effective therapeutic interventions. We have previously shown that peptides corresponding to the C-terminal heptad repeat (HR-2) of the fusion envelope glycoprotein of Hendra virus and Nipah virus were potent inhibitors of both Hendra virus and Nipah virus-mediated membrane fusion using recombinant expression systems. In the current study, we have developed shorter, second generation HR-2 peptides which include a capped peptide via amidation and acetylation and two poly(ethylene glycol)-linked (PEGylated) peptides, one with the PEG moity at the C-terminus and the other at the N-terminus. Here, we have evaluated these peptides as well as the corresponding scrambled peptide controls in Nipah virus and Hendra virus-mediated membrane fusion and against infection by live virus in vitro. Results: Unlike their predecessors, the second generation HR-2 peptides exhibited high solubility and improved synthesis yields. Importantly, both Nipah virus and Hendra virus-mediated fusion as well as live virus infection were potently inhibited by both capped and PEGylated peptides with IC50 concentrations similar to the original HR-2 peptides, whereas the scrambled modified peptides had no inhibitory effect. These data also indicate that these chemical modifications did not alter the functional properties of the peptides as inhibitors. Conclusion: Nipah virus and Hendra virus infection in vitro can be potently blocked by specific HR-2 peptides. The improved synthesis and solubility characteristics of the second generation HR-2 peptides will facilitate peptide synthesis for pre-clinical trial application in an animal model of Henipavirus infection. The applied chemical modifications are also predicted to increase the serum half-life in vivo and should increase the chance of success in the development of an effective antiviral therapy.","This paper discusses the development and testing of peptides derived from the C-terminal heptad repeat (HR-2) of the fusion envelope glycoprotein of Hendra and Nipah viruses. These peptides were tested for their ability to inhibit both Hendra and Nipah virus-mediated membrane fusion, and for their ability to prevent infection by the live viruses in vitro.
The fusion envelope glycoprotein of the viruses, from which the peptides were derived, is essentially the focus of this study. This protein plays a critical role in the fusion of the viral envelope with the host cell membrane, a process that is necessary for the virus to enter host cells and initiate infection. As such, it is considered a key step in the viral lifecycle and a potential target for therapeutic intervention.
The researchers used a wet-lab approach to test the inhibitory action of these peptides. They carried out in vitro experiments to assess the peptides' ability to inhibit membrane fusion mediated by the viruses and to prevent infection by the live viruses.
Therefore, this paper identifies the fusion envelope glycoprotein of Hendra and Nipah viruses as a potential drug target, and it uses a wet-lab approach to test peptides derived from this protein for their ability to inhibit virus activity.
Final Answer: Yes
",0,1,"{""drug_targets"": [""Fusion envelope glycoprotein of Hendra virus"", ""Fusion envelope glycoprotein of Nipah virus""]}",10
19499921,No,Yes,"Paper:
Title: A small-molecule inhibitor of Nipah virus envelope protein-mediated membrane fusion
Abstract: Nipah virus (NiV), a highly pathogenic paramyxovirus, causes respiratory disease in pigs and severe febrile encephalitis in humans with high mortality rates. On the basis of the structural similarity of viral fusion (F) proteins within the family Paramyxoviridae, we designed and tested 18 quinolone derivatives in a NiV and measles virus (MV) envelope protein-based fusion assay beside evaluation of cytotoxicity. We found five compounds successfully inhibiting NiV envelope protein-induced cell fusion. The most active molecules (19 and 20), which also inhibit the syncytium formation induced by infectious NiV and show a low cytotoxicity in Vero cells, represent a promising lead quinolone-type compound structure. Molecular modeling indicated that compound 19 fits well into a particular protein cavity present on the NiV F protein that is important for the fusion process.","This paper focuses on the inhibition of Nipah virus (NiV) envelope protein-induced cell fusion using small-molecule inhibitors, particularly quinolone derivatives. This work involves identifying molecules that can inhibit the function of the NiV envelope protein, specifically the viral fusion (F) protein.
The viral fusion (F) protein of NiV is a crucial component that facilitates the entry of the virus into host cells by mediating the fusion of the viral envelope with the host cell membrane. In this paper, the researchers designed and tested 18 quinolone derivatives for their ability to inhibit NiV and measles virus (MV) envelope protein-based fusion. The assay used to determine this is a wet-lab approach, specifically an in vitro assay. The researchers found five compounds that successfully inhibited NiV envelope protein-induced cell fusion, indicating that these molecules could potentially inhibit the NiV infection process.
The most active compounds, 19 and 20, also inhibited the syncytium formation induced by infectious NiV and showed low cytotoxicity in Vero cells. Syncytium formation is a characteristic feature of NiV infection and involves the fusion of an infected cell with neighboring cells to form a large, multinucleated cell, or syncytium.
Moreover, molecular modeling indicated that compound 19 fits well into a particular protein cavity present on the NiV F protein that is important for the fusion process. This evidence suggests that the F protein of the NiV could be a potential drug target.
In conclusion, this study identified the viral fusion (F) protein of the NiV as a potential drug target using a wet-lab approach. This protein was targeted using quinolone derivatives, which were shown to inhibit NiV envelope protein-induced cell fusion and syncytium formation.
Final answer: Yes.
",1,1,"{""drug_targets"": [""Nipah virus envelope protein"", ""Nipah virus fusion (F) protein""]}",10
33306954,No,Yes,"Paper:
Title: Potent Henipavirus Neutralization by Antibodies Recognizing Diverse Sites on Hendra and Nipah Virus Receptor Binding Protein
Keywords: B lymphocytes; Hendra virus; Henipavirus infections; Nipah virus; antibodies; antigen-antibody reactions; epitopes; molecular structure; monoclonal; pre-exposure prophylaxis; receptor binding protein; therapy; viral.
Abstract: Hendra (HeV) and Nipah (NiV) viruses are emerging zoonotic pathogens in the Henipavirus genus causing outbreaks of disease with very high case fatality rates. Here, we report the first naturally occurring human monoclonal antibodies (mAbs) against HeV receptor binding protein (RBP). All isolated mAbs neutralized HeV, and some also neutralized NiV. Epitope binning experiments identified five major antigenic sites on HeV-RBP. Animal studies demonstrated that the most potent cross-reactive neutralizing mAbs, HENV-26 and HENV-32, protected ferrets in lethal models of infection with NiV Bangladesh 3 days after exposure. We solved the crystal structures of mAb HENV-26 in complex with both HeV-RBP and NiV-RBP and of mAb HENV-32 in complex with HeV-RBP. The studies reveal diverse sites of vulnerability on RBP recognized by potent human mAbs that inhibit virus by multiple mechanisms. These studies identify promising prophylactic antibodies and define protective epitopes that can be used in rational vaccine design.","The paper presented identifies the receptor binding protein (RBP) of Hendra virus (HeV) and Nipah virus (NiV) as potential targets for therapeutic intervention. The authors use a wet-lab approach to investigate this by isolating human monoclonal antibodies (mAbs) that can neutralize HeV and NiV through binding to their respective RBPs. They further explore the specific antigenic sites (epitopes) on HeV-RBP that these antibodies bind to, thereby highlighting potential sites of vulnerability on the virus. This information can be crucial in drug design, where molecules can be developed to specifically interact with these sites, inhibiting the virus's ability to infect host cells.
Furthermore, the authors performed wet-lab animal studies to test the therapeutic potential of two particularly potent neutralizing mAbs, HENV-26 and HENV-32. These antibodies were able to protect ferrets from lethal infection with NiV Bangladesh 3 days post exposure. The authors also used wet-lab techniques to solve the crystal structures of mAbs HENV-26 and HENV-32 in complex with the RBPs of HeV and NiV, respectively. Understanding these structures can provide further insights into the interaction between the antibody and RBP, which can aid in the design of therapeutic agents targeting these interactions.
In summary, the paper does identify the RBP of HeV and NiV as a potential drug target using wet-lab approaches. These approaches include the isolation and testing of human mAbs, epitope binning experiments, animal studies, and the determination of antibody-RBP complex structures.
Final Answer: Yes.
",1,1,"{""drug_targets"": [""Hendra virus Receptor Binding Protein"", ""Nipah virus Receptor Binding Protein""]}",10
31570878,No,Yes,"Paper:
Title: An antibody against the F glycoprotein inhibits Nipah and Hendra virus infections
Abstract: Nipah virus (NiV) and Hendra virus (HeV) are zoonotic henipaviruses (HNVs) responsible for outbreaks of encephalitis and respiratory illness with fatality rates of 50-100%. No vaccines or licensed therapeutics currently exist to protect humans against NiV or HeV. HNVs enter host cells by fusing the viral and cellular membranes via the concerted action of the attachment (G) and fusion (F) glycoproteins, the main targets of the humoral immune response. Here, we describe the isolation and humanization of a potent monoclonal antibody cross-neutralizing NiV and HeV. Cryo-electron microscopy, triggering and fusion studies show the antibody binds to a prefusion-specific quaternary epitope, conserved in NiV F and HeV F glycoproteins, and prevents membrane fusion and viral entry. This work supports the importance of the HNV prefusion F conformation for eliciting a robust immune response and paves the way for using this antibody for prophylaxis and post-exposure therapy with NiV- and HeV-infected individuals.","This paper identifies a potential drug target using a wet-lab approach. The target is the prefusion conformation of the fusion (F) glycoprotein on Nipah virus (NiV) and Hendra virus (HeV). The study has identified an antibody that binds to a specific site (quaternary epitope) on the F glycoprotein, which is conserved in both NiV and HeV. This binding prevents the process of membrane fusion and subsequently inhibits the viral entry into host cells.
The wet-lab approach in this study can be inferred from several experimental techniques that have been employed. Cryo-electron microscopy is a wet-lab technique used to visualize the structural details of the complex formed by the antibody and the F glycoprotein. This helps the researchers understand the mechanism by which the antibody inhibits the virus. Triggering and fusion studies were also likely performed experimentally in a wet-lab setting to determine how the antibody interferes with the virus's ability to enter host cells.
The paper also states that this work supports the importance of the HNV prefusion F conformation for eliciting a robust immune response, suggesting that this conformation of the F glycoprotein could be a target for vaccine development. Furthermore, the antibody described in the paper is suggested to have potential use for prophylaxis and post-exposure therapy in NiV- and HeV-infected individuals, which implies that it could also be considered a drug candidate. Therefore, this paper does identify a potential drug target using a wet-lab approach.
Final Answer: Yes.
",1,1,"{""drug_targets"": [""Prefusion conformation of the fusion (F) glycoprotein on Nipah virus (NiV) and Hendra virus (HeV)""]}",10
17652384,No,Yes,"Paper:
Title: Molecular determinants of antiviral potency of paramyxovirus entry inhibitors
Abstract: Hendra virus (HeV) and Nipah virus (NiV) constitute the Henipavirus genus of paramyxoviruses, both fatal in humans and with the potential for subversion as agents of bioterrorism. Binding of the HeV/NiV attachment protein (G) to its receptor triggers a series of conformational changes in the fusion protein (F), ultimately leading to formation of a postfusion six-helix bundle (6HB) structure and fusion of the viral and cellular membranes. The ectodomain of paramyxovirus F proteins contains two conserved heptad repeat regions, the first (the N-terminal heptad repeat [HRN]) adjacent to the fusion peptide and the second (the C-terminal heptad repeat [HRC]) immediately preceding the transmembrane domain. Peptides derived from the HRN and HRC regions of F are proposed to inhibit fusion by preventing activated F molecules from forming the 6HB structure that is required for fusion. We previously reported that a human parainfluenza virus 3 (HPIV3) F peptide effectively inhibits infection mediated by the HeV glycoproteins in pseudotyped-HeV entry assays more effectively than the comparable HeV-derived peptide, and we now show that this peptide inhibits live-HeV and -NiV infection. HPIV3 F peptides were also effective in inhibiting HeV pseudotype virus entry in a new assay that mimics multicycle replication. This anti-HeV/NiV efficacy can be correlated with the greater potential of the HPIV3 C peptide to interact with the HeV F N peptide coiled-coil trimer, as evaluated by thermal unfolding experiments. Furthermore, replacement of a buried glutamic acid (glutamic acid 459) in the C peptide with valine enhances antiviral potency and stabilizes the 6HB conformation. Our results strongly suggest that conserved interhelical packing interactions in the F protein fusion core are important determinants of C peptide inhibitory activity and offer a strategy for the development of more-potent analogs of F peptide inhibitors.","The paper talks about a mechanism to inhibit the fusion process of the Hendra virus (HeV) and Nipah virus (NiV), which are both in the Henipavirus genus of paramyxoviruses. The process of viral entry into the host cell is mediated by two proteins: the attachment protein (G) and the fusion protein (F). The paper discusses that the fusion protein (F) plays a key role in the virus entry mechanism by undergoing conformational changes leading to the formation of a postfusion six-helix bundle (6HB) structure, which is crucial for the fusion of the viral and cellular membranes.
In this study, the authors have identified the F protein's two heptad repeat regions, HRN and HRC, as areas of interest. They propose that peptides derived from these regions could potentially inhibit the fusion process by preventing the formation of the 6HB structure required for fusion.
They have further demonstrated that a human parainfluenza virus 3 (HPIV3) F peptide is able to effectively inhibit the infection mediated by the HeV glycoproteins and live-HeV and -NiV infections. They have also mentioned a specific amino acid change (glutamic acid 459 to valine) that increases the antiviral potency of the peptide and stabilizes the 6HB conformation.
It's worth mentioning that the paper discusses experiments involving pseudotyped-HeV entry assays and live-HeV and -NiV infections, suggesting a wet-lab approach. They have also used a method that mimics multicycle replication and thermal unfolding experiments, which are examples of in vitro assays, a part of the wet-lab approach.
The protein fusion core (especially the heptad repeat regions) and the peptides derived from these regions that can potentially inhibit the fusion process represent existing or potential drug targets.
The paper does identify an existing or potential drug target using a wet-lab approach. Final answer: Yes.
",1,1,"{""drug_targets"": [""Fusion protein (F) of Hendra virus and Nipah virus"", ""Heptad repeat regions (HRN and HRC) of F protein"", ""Human parainfluenza virus 3 (HPIV3) F peptide"", ""Mutated version of HPIV3 F peptide with glutamic acid 459 replaced by valine""]}",10
18271743,No,Yes,"Paper:
Title: Exceptionally potent cross-reactive neutralization of Nipah and Hendra viruses by a human monoclonal antibody
Abstract: We have previously identified neutralizing human monoclonal antibodies against Nipah virus (NiV) and Hendra virus (HeV) by panning a large nonimmune antibody library against a soluble form of the HeV attachment-envelope glycoprotein G (sG HeV). One of these antibodies, m102, which exhibited the highest level of cross-reactive neutralization of both NiV and HeV G, was affinity maturated by light-chain shuffling combined with random mutagenesis of its heavy-chain variable domain and panning against sGHeV. One of the selected antibody Fab clones, m102.4, had affinity of binding to sGHeV that was equal to or higher than that of the other Fabs; it was converted to IgG1 and tested against infectious NiV and HeV. It exhibited exceptionally potent and cross-reactive inhibitory activity with 50% inhibitory concentrations below 0.04 and 0.6 microg/mL, respectively. The virus-neutralizing activity correlated with the binding affinity of the antibody to sG HeV and sG NiV. m102.4 bound a soluble form of NiV G (sG NiV) better than it bound sG HeV, and it neutralized NiV better than HeV, despite being originally selected against sG HeV. These results suggest that m102.4 has potential as a therapeutic agent for the treatment of diseases caused by henipaviruses. It could be also used for prophylaxis and diagnosis, and as a research reagent.","The paper describes the identification and optimization of a human monoclonal antibody, m102.4, that demonstrates potent cross-reactive neutralization of both Nipah virus (NiV) and Hendra virus (HeV). It's important to note that the antibody itself, in this context, is not a drug target but a potential therapeutic agent. The drug target here would be the HeV attachment-envelope glycoprotein G (sG HeV) or NiV G (sG NiV), which the antibody is binding to in order to neutralize the virus.
The process of identifying and optimizing this antibody falls under the description of a ""wet-lab approach"". This approach, as defined, includes in vitro assays of binding, inhibition, or neutralization, among other methods. The paper outlines a process where the researchers pan a large nonimmune antibody library against a soluble form of the HeV attachment-envelope glycoprotein G (sG HeV), identify a promising antibody (m102), and then perform further rounds of optimization (light-chain shuffling and random mutagenesis of its heavy-chain variable domain) to enhance the antibody's affinity and neutralization potency.
While the paper does not explicitly mention structure determination by biophysical techniques or in vivo studies, the described methodology and experimental design clearly fall within the scope of wet-lab techniques. The paper outlines a classic example of in vitro study involving binding assays (determining the binding affinity of the antibody to sG HeV and sG NiV) and neutralization assays (testing the ability of the m102.4 antibody to inhibit infectious NiV and HeV).
In summary, although the paper does not necessarily identify a new drug target, it does employ a wet-lab approach to identify and optimize a potential therapeutic agent (m102.4) against an already known drug target (the HeV and NiV glycoproteins).
Final Answer: Yes.
",1,1,"{""drug_targets"": [""HeV attachment-envelope glycoprotein G (sG HeV)"", ""NiV G (sG NiV)""]}",10
15998730,No,Yes,"Paper:
Title: Ephrin-B2 ligand is a functional receptor for Hendra virus and Nipah virus
Abstract: Hendra virus (HeV) and Nipah virus (NiV) belong to the genus Henipavirus of the family Paramyxoviridae and are unique in that they exhibit a broad species tropism and cause fatal disease in both animals and humans. They infect cells through a pH-independent membrane fusion process mediated by their fusion and attachment glycoproteins. Previously, we demonstrated identical cell fusion tropisms for HeV and NiV and the protease-sensitive nature of their unknown cell receptor and identified a human cell line (HeLa-USU) that was nonpermissive for fusion and virus infection. Here, a microarray analysis was performed on the HeLa-USU cells, permissive HeLa-CCL2 cells, and two other permissive human cell lines. From this analysis, we identified a list of genes encoding known and predicted plasma membrane surface-expressed proteins that were highly expressed in all permissive cells and absent from the HeLa-USU cells and rank-ordered them based on their relative levels. Available expression vectors containing the first 10 genes were obtained and individually transfected into HeLa-USU cells. One clone, encoding human ephrin-B2 (EFNB2), was found capable of rendering HeLa-USU cells permissive for HeV- and NiV-mediated cell fusion as well as infection by live virus. A soluble recombinant EFNB2 could potently block fusion and infection and bind soluble recombinant HeV and NiV attachment glycoproteins with high affinity. Together, these data indicate that EFNB2 serves as a functional receptor for both HeV and NiV. The highly conserved nature of EFNB2 in humans and animals is consistent with the broad tropism exhibited by these emerging zoonotic viruses.","This paper identifies the human ephrin-B2 (EFNB2) as a functional receptor for both Hendra virus (HeV) and Nipah virus (NiV). The identification was made through wet-lab experimental techniques as described in the user-provided definition: physically conducting non-computational experiments. These methods involved microarray analysis of different human cell lines and an examination of genes encoding known and predicted plasma membrane surface-expressed proteins. The authors further validated their findings by using expression vectors containing these genes and transfecting them into a non-permissive human cell line, HeLa-USU. After the transfection with the EFNB2 gene, these cells became permissive for HeV and NiV mediated cell fusion as well as infection by live virus. Additionally, a soluble recombinant EFNB2 was found to potently block fusion and infection and bind soluble recombinant HeV and NiV attachment glycoproteins with high affinity.
A drug target, as defined, is a macromolecule in the body associated with a disease process to which a drug is directed and/or binds, resulting in a therapeutic effect. In this context, EFNB2 could be considered a potential drug target for HeV and NiV. The function of EFNB2 as a receptor for these viruses is crucial for their ability to infect human cells, and therefore, interventions that could inhibit or block the interaction between EFNB2 and these viruses could potentially provide a therapeutic benefit. Therefore, the EFNB2 receptor represents a potential drug target that has been identified through wet-lab experimental techniques.
Final Answer: Yes.
",1,1,"{""drug_targets"": [""human ephrin-B2 (EFNB2)""]}",10
16460775,No,Yes,"Paper:
Title: A mature and fusogenic form of the Nipah virus fusion protein requires proteolytic processing by cathepsin L
Abstract: The Nipah virus fusion (F) protein is proteolytically processed to F1 + F2 subunits. We demonstrate here that cathepsin L is involved in this important maturation event. Cathepsin inhibitors ablated cleavage of Nipah F. Proteolytic processing of Nipah F and fusion activity was dramatically reduced in cathepsin L shRNA-expressing Vero cells. Additionally, Nipah virus F-mediated fusion was inhibited in cathepsin L-deficient cells, but coexpression of cathepsin L restored fusion activity. Both purified cathepsin L and B could cleave immunopurified Nipah F protein, but only cathepsin L produced products of the correct size. Our results suggest that endosomal cathepsins can cleave Nipah F, but that cathepsin L specifically converts Nipah F to a mature and fusogenic form.","The paper focuses on the role of cathepsin L, a protease, in the proteolytic processing of the Nipah virus fusion (F) protein. The F protein is critical to the Nipah virus' capacity to enter and infect host cells, and it becomes functional only after proteolytic processing into F1 + F2 subunits. This cleavage process, the paper shows, is mediated by cathepsin L. The evidence comes from a series of wet-lab experiments, such as cathepsin inhibitors that stopped the cleavage of Nipah F, and shRNA-induced suppression of cathepsin L in Vero cells that significantly reduced both the proteolytic processing of Nipah F and fusion activity.
The inhibition of Nipah F-mediated fusion in cathepsin L-deficient cells provides a potential target for drug development. If cathepsin L's activity can be inhibited, then the Nipah F protein cannot be processed and the virus may lose its infectivity. This highlights cathepsin L as a potential drug target.
This paper identifies a potential drug target (cathepsin L) using a wet-lab approach. The researchers use experimental methods to demonstrate the key role of cathepsin L in the maturation of the Nipah virus fusion protein, which suggests that inhibiting this process could be a potential therapeutic strategy against the Nipah virus.
Final Answer: Yes.

",1,1,"{""drug_targets"": [""cathepsin L""]}",10
31767754,No,Yes,"Paper:
Title: A structural basis for antibody-mediated neutralization of Nipah virus reveals a site of vulnerability at the fusion glycoprotein apex
Keywords: antibody response; glycoprotein; henipavirus; structure; viral fusion.
Abstract: Nipah virus (NiV) is a highly pathogenic paramyxovirus that causes frequent outbreaks of severe neurologic and respiratory disease in humans with high case fatality rates. The 2 glycoproteins displayed on the surface of the virus, NiV-G and NiV-F, mediate host-cell attachment and membrane fusion, respectively, and are targets of the host antibody response. Here, we provide a molecular basis for neutralization of NiV through antibody-mediated targeting of NiV-F. Structural characterization of a neutralizing antibody (nAb) in complex with trimeric prefusion NiV-F reveals an epitope at the membrane-distal domain III (DIII) of the molecule, a region that undergoes substantial refolding during host-cell entry. The epitope of this monoclonal antibody (mAb66) is primarily protein-specific and we observe that glycosylation at the periphery of the interface likely does not inhibit mAb66 binding to NiV-F. Further characterization reveals that a Hendra virus-F-specific nAb (mAb36) and many antibodies in an antihenipavirus-F polyclonal antibody mixture (pAb835) also target this region of the molecule. Integrated with previously reported paramyxovirus F-nAb structures, these data support a model whereby the membrane-distal region of the F protein is targeted by the antibody-mediated immune response across henipaviruses. Notably, our domain-specific sequence analysis reveals no evidence of selective pressure at this region of the molecule, suggestive that functional constraints prevent immune-driven sequence variation. Combined, our data reveal the membrane-distal region of NiV-F as a site of vulnerability on the NiV surface.","The paper describes the identification and characterization of a region on the fusion glycoprotein (NiV-F) of the Nipah virus that appears to be a site of vulnerability. This vulnerability was discovered through the study of how a neutralizing antibody (mAb66) interacts with the NiV-F. The region identified, referred to as the membrane-distal domain III (DIII), undergoes significant changes during the process of host-cell entry. Therefore, it may be critical to the ability of the virus to infect host cells.
Structural characterization of the interaction between mAb66 and NiV-F was performed, providing a molecular-level understanding of the site of antibody binding. Additionally, the paper indicates that the region identified is also targeted by antibodies from a related virus (Hendra virus) and by many antibodies in an anti-henipavirus polyclonal mixture. This further underscores the potential significance of this region in the context of the immune response.
The methods used to identify and characterize this site of vulnerability, including structural determination of antibody binding, fall within the definition of a wet-lab approach as provided. Therefore, the paper uses a wet-lab approach to identify a potential drug target.
Final answer: Yes. The paper identifies a potential drug target using a wet-lab approach.
",1,1,"{""drug_targets"": [""membrane-distal domain III (DIII) of the NiV-F fusion glycoprotein""]}",10
